State|County|Party|Candidate|Num|Percent|Won
new-york|Schoharie |Dem|B. Obama (i)|     4,862|40.7%|False
new-york|Schoharie |Grn|J. Stein|       91|0.8%|False
new-york|Schoharie |CST|V. Goode|       18|0.2%|False
new-york|Schoharie |GOP|M. Romney|     6,849|57.3%|True
new-york|Yates |Lib|G. Johnson|       65|0.8%|False
new-york|Yates |PSL|P. Lindsay|        2|0.0%|False
new-york|Yates |Dem|B. Obama (i)|     4,021|47.7%|False
new-york|Yates |Grn|J. Stein|       65|0.8%|False
new-york|Yates |CST|V. Goode|       14|0.2%|False
new-york|Yates |GOP|M. Romney|     4,270|50.6%|True
new-york|Westchester |Lib|G. Johnson|     1,891|0.7%|False
new-york|Westchester |PSL|P. Lindsay|      336|0.1%|False
new-york|Westchester |Dem|B. Obama (i)|   171,908|60.4%|True
new-york|Westchester |Grn|J. Stein|     1,549|0.5%|False
new-york|Westchester |CST|V. Goode|      340|0.1%|False
new-york|Westchester |GOP|M. Romney|   108,707|38.2%|False
new-york|Sullivan |Lib|G. Johnson|      172|0.7%|False
new-york|Sullivan |PSL|P. Lindsay|        6|0.0%|False
new-york|Sullivan |Dem|B. Obama (i)|    13,781|54.4%|True
new-york|Sullivan |Grn|J. Stein|      170|0.7%|False
new-york|Sullivan |CST|V. Goode|       45|0.2%|False
new-york|Sullivan |GOP|M. Romney|    11,148|44.0%|False
new-york|Orange |Lib|G. Johnson|      965|0.7%|False
new-york|Orange |PSL|P. Lindsay|       31|0.0%|False
new-york|Orange |Dem|B. Obama (i)|    67,709|51.9%|True
new-york|Orange |Grn|J. Stein|      650|0.5%|False
new-york|Orange |CST|V. Goode|      155|0.1%|False
new-york|Orange |GOP|M. Romney|    60,984|46.7%|False
new-york|Franklin |Lib|G. Johnson|      107|0.7%|False
new-york|Franklin |PSL|P. Lindsay|        6|0.0%|False
new-york|Franklin |Dem|B. Obama (i)|     9,065|62.4%|True
new-york|Franklin |Grn|J. Stein|       93|0.6%|False
new-york|Franklin |CST|V. Goode|       18|0.1%|False
new-york|Franklin |GOP|M. Romney|     5,248|36.1%|False
new-york|Oneida |Lib|G. Johnson|      773|1.0%|False
new-york|Oneida |PSL|P. Lindsay|       11|0.0%|False
new-york|Oneida |Dem|B. Obama (i)|    37,388|46.5%|False
new-york|Oneida |Grn|J. Stein|      464|0.6%|False
new-york|Oneida |CST|V. Goode|      154|0.2%|False
new-york|Oneida |GOP|M. Romney|    41,639|51.8%|True
new-jersey|Hudson |PSL|P. Lindsay|       27|0.0%|False
new-jersey|Hudson |Lib|G. Johnson|      868|0.5%|False
new-jersey|Hudson |JP|R. Anderson|      134|0.1%|False
new-jersey|Hudson |Ind|J. Boss|       32|0.0%|False
new-jersey|Hudson |Dem|B. Obama (i)|   136,239|77.4%|True
new-jersey|Hudson |ATP|M. Miller|       16|0.0%|False
new-jersey|Hudson |SWP|J. Harris|       52|0.0%|False
new-jersey|Hudson |Grn|J. Stein|      590|0.3%|False
new-jersey|Hudson |CST|V. Goode|       64|0.0%|False
new-jersey|Hudson |GOP|M. Romney|    38,082|21.6%|False
new-jersey|Sussex |PSL|P. Lindsay|        7|0.0%|False
new-jersey|Sussex |Lib|G. Johnson|      679|1.1%|False
new-jersey|Sussex |JP|R. Anderson|       60|0.1%|False
new-jersey|Sussex |Ind|J. Boss|       24|0.0%|False
new-jersey|Sussex |Dem|B. Obama (i)|    23,406|37.9%|False
new-jersey|Sussex |ATP|M. Miller|       26|0.0%|False
new-jersey|Sussex |SWP|J. Harris|       18|0.0%|False
new-jersey|Sussex |Grn|J. Stein|      222|0.4%|False
new-jersey|Sussex |CST|V. Goode|       47|0.1%|False
new-jersey|Sussex |GOP|M. Romney|    37,215|60.3%|True
new-jersey|Monmouth |PSL|P. Lindsay|       25|0.0%|False
new-jersey|Monmouth |Lib|G. Johnson|     2,078|0.8%|False
new-jersey|Monmouth |JP|R. Anderson|      116|0.0%|False
new-jersey|Monmouth |Ind|J. Boss|       42|0.0%|False
new-jersey|Monmouth |Dem|B. Obama (i)|   125,471|46.7%|False
new-jersey|Monmouth |ATP|M. Miller|       32|0.0%|False
new-jersey|Monmouth |SWP|J. Harris|       57|0.0%|False
new-jersey|Monmouth |Grn|J. Stein|      655|0.2%|False
new-jersey|Monmouth |CST|V. Goode|       91|0.0%|False
new-jersey|Monmouth |GOP|M. Romney|   140,376|52.2%|True
new-jersey|Somerset |PSL|P. Lindsay|       17|0.0%|False
new-jersey|Somerset |Lib|G. Johnson|     1,008|0.7%|False
new-jersey|Somerset |JP|R. Anderson|       68|0.1%|False
new-jersey|Somerset |Ind|J. Boss|       10|0.0%|False
new-jersey|Somerset |Dem|B. Obama (i)|    70,168|52.0%|True
new-jersey|Somerset |ATP|M. Miller|       48|0.0%|False
new-jersey|Somerset |CST|V. Goode|       51|0.0%|False
new-jersey|Somerset |Grn|J. Stein|      330|0.2%|False
new-jersey|Somerset |SWP|J. Harris|       73|0.1%|False
new-jersey|Somerset |GOP|M. Romney|    63,159|46.8%|False
new-jersey|Cumberland |PSL|P. Lindsay|        5|0.0%|False
new-jersey|Cumberland |Lib|G. Johnson|      263|0.5%|False
new-jersey|Cumberland |JP|R. Anderson|       58|0.1%|False
new-jersey|Cumberland |Ind|J. Boss|       10|0.0%|False
new-jersey|Cumberland |Dem|B. Obama (i)|    30,172|61.0%|True
new-jersey|Cumberland |ATP|M. Miller|       24|0.0%|False
new-jersey|Cumberland |SWP|J. Harris|       14|0.0%|False
new-jersey|Cumberland |Grn|J. Stein|      103|0.2%|False
new-jersey|Cumberland |CST|V. Goode|       56|0.1%|False
new-jersey|Cumberland |GOP|M. Romney|    18,767|37.9%|False
new-jersey|Camden |PSL|P. Lindsay|       10|0.0%|False
new-jersey|Camden |Lib|G. Johnson|     1,140|0.6%|False
new-jersey|Camden |JP|R. Anderson|       99|0.0%|False
new-jersey|Camden |Ind|J. Boss|       18|0.0%|False
new-jersey|Camden |Dem|B. Obama (i)|   137,795|67.8%|True
new-jersey|Camden |ATP|M. Miller|       28|0.0%|False
new-jersey|Camden |SWP|J. Harris|       18|0.0%|False
new-jersey|Camden |Grn|J. Stein|      640|0.3%|False
new-jersey|Camden |CST|V. Goode|      124|0.1%|False
new-jersey|Camden |GOP|M. Romney|    63,329|31.2%|False
new-jersey|Passaic |PSL|P. Lindsay|       50|0.0%|False
new-jersey|Passaic |Lib|G. Johnson|      647|0.4%|False
new-jersey|Passaic |JP|R. Anderson|       61|0.0%|False
new-jersey|Passaic |Ind|J. Boss|       31|0.0%|False
new-jersey|Passaic |Dem|B. Obama (i)|   104,057|63.2%|True
new-jersey|Passaic |ATP|M. Miller|       19|0.0%|False
new-jersey|Passaic |SWP|J. Harris|       31|0.0%|False
new-jersey|Passaic |Grn|J. Stein|      465|0.3%|False
new-jersey|Passaic |CST|V. Goode|       87|0.1%|False
new-jersey|Passaic |GOP|M. Romney|    59,181|35.9%|False
new-jersey|Mercer |PSL|P. Lindsay|       15|0.0%|False
new-jersey|Mercer |Lib|G. Johnson|      843|0.6%|False
new-jersey|Mercer |JP|R. Anderson|       68|0.0%|False
new-jersey|Mercer |Ind|J. Boss|       23|0.0%|False
new-jersey|Mercer |Dem|B. Obama (i)|    94,300|67.8%|True
new-jersey|Mercer |ATP|M. Miller|       26|0.0%|False
new-jersey|Mercer |SWP|J. Harris|       20|0.0%|False
new-jersey|Mercer |Grn|J. Stein|      461|0.3%|False
new-jersey|Mercer |CST|V. Goode|      153|0.1%|False
new-jersey|Mercer |GOP|M. Romney|    43,155|31.0%|False
new-jersey|Warren |PSL|P. Lindsay|       36|0.1%|False
new-jersey|Warren |Lib|G. Johnson|      396|0.9%|False
new-jersey|Warren |JP|R. Anderson|       66|0.2%|False
new-jersey|Warren |Ind|J. Boss|       15|0.0%|False
new-jersey|Warren |Dem|B. Obama (i)|    17,869|41.3%|False
new-jersey|Warren |ATP|M. Miller|       21|0.0%|False
new-jersey|Warren |SWP|J. Harris|       21|0.0%|False
new-jersey|Warren |Grn|J. Stein|      153|0.4%|False
new-jersey|Warren |CST|V. Goode|       40|0.1%|False
new-jersey|Warren |GOP|M. Romney|    24,695|57.0%|True
new-jersey|Hunterdon |PSL|P. Lindsay|        0|0.0%|False
new-jersey|Hunterdon |Lib|G. Johnson|      480|0.8%|False
new-jersey|Hunterdon |JP|R. Anderson|       14|0.0%|False
new-jersey|Hunterdon |Ind|J. Boss|        3|0.0%|False
new-jersey|Hunterdon |Dem|B. Obama (i)|    25,148|40.0%|False
new-jersey|Hunterdon |ATP|M. Miller|        0|0.0%|False
new-jersey|Hunterdon |SWP|J. Harris|        0|0.0%|False
new-jersey|Hunterdon |Grn|J. Stein|      197|0.3%|False
new-jersey|Hunterdon |CST|V. Goode|        0|0.0%|False
new-jersey|Hunterdon |GOP|M. Romney|    36,979|58.9%|True
new-jersey|Union |PSL|P. Lindsay|       17|0.0%|False
new-jersey|Union |Lib|G. Johnson|      909|0.4%|False
new-jersey|Union |JP|R. Anderson|       77|0.0%|False
new-jersey|Union |Ind|J. Boss|       65|0.0%|False
new-jersey|Union |Dem|B. Obama (i)|   134,220|66.3%|True
new-jersey|Union |ATP|M. Miller|       25|0.0%|False
new-jersey|Union |SWP|J. Harris|       32|0.0%|False
new-jersey|Union |Grn|J. Stein|      378|0.2%|False
new-jersey|Union |CST|V. Goode|      173|0.1%|False
new-jersey|Union |GOP|M. Romney|    66,457|32.8%|False
new-jersey|Middlesex |PSL|P. Lindsay|       38|0.0%|False
new-jersey|Middlesex |Lib|G. Johnson|     1,731|0.6%|False
new-jersey|Middlesex |JP|R. Anderson|      136|0.0%|False
new-jersey|Middlesex |Ind|J. Boss|       80|0.0%|False
new-jersey|Middlesex |Dem|B. Obama (i)|   179,515|62.9%|True
new-jersey|Middlesex |ATP|M. Miller|       52|0.0%|False
new-jersey|Middlesex |SWP|J. Harris|       68|0.0%|False
new-jersey|Middlesex |Grn|J. Stein|      794|0.3%|False
new-jersey|Middlesex |CST|V. Goode|      346|0.1%|False
new-jersey|Middlesex |GOP|M. Romney|   102,472|35.9%|False
new-jersey|Burlington |PSL|P. Lindsay|       23|0.0%|False
new-jersey|Burlington |Lib|G. Johnson|     1,273|0.6%|False
new-jersey|Burlington |JP|R. Anderson|       60|0.0%|False
new-jersey|Burlington |Ind|J. Boss|        9|0.0%|False
new-jersey|Burlington |Dem|B. Obama (i)|   115,951|58.8%|True
new-jersey|Burlington |ATP|M. Miller|       32|0.0%|False
new-jersey|Burlington |SWP|J. Harris|       22|0.0%|False
new-jersey|Burlington |Grn|J. Stein|      491|0.2%|False
new-jersey|Burlington |CST|V. Goode|       88|0.0%|False
new-jersey|Burlington |GOP|M. Romney|    79,110|40.1%|False
new-jersey|Gloucester |PSL|P. Lindsay|       12|0.0%|False
new-jersey|Gloucester |Lib|G. Johnson|     1,030|0.8%|False
new-jersey|Gloucester |JP|R. Anderson|       26|0.0%|False
new-jersey|Gloucester |Ind|J. Boss|        9|0.0%|False
new-jersey|Gloucester |Dem|B. Obama (i)|    72,960|54.6%|True
new-jersey|Gloucester |ATP|M. Miller|       10|0.0%|False
new-jersey|Gloucester |SWP|J. Harris|       14|0.0%|False
new-jersey|Gloucester |Grn|J. Stein|      526|0.4%|False
new-jersey|Gloucester |CST|V. Goode|       66|0.0%|False
new-jersey|Gloucester |GOP|M. Romney|    58,915|44.1%|False
new-jersey|Bergen |PSL|P. Lindsay|       38|0.0%|False
new-jersey|Bergen |Lib|G. Johnson|     1,608|0.5%|False
new-jersey|Bergen |JP|R. Anderson|      176|0.0%|False
new-jersey|Bergen |Ind|J. Boss|       81|0.0%|False
new-jersey|Bergen |Dem|B. Obama (i)|   193,470|55.0%|True
new-jersey|Bergen |ATP|M. Miller|       55|0.0%|False
new-jersey|Bergen |SWP|J. Harris|       60|0.0%|False
new-jersey|Bergen |Grn|J. Stein|     1,151|0.3%|False
new-jersey|Bergen |CST|V. Goode|      117|0.0%|False
new-jersey|Bergen |GOP|M. Romney|   155,267|44.1%|False
new-jersey|Ocean |PSL|P. Lindsay|       21|0.0%|False
new-jersey|Ocean |Lib|G. Johnson|     1,374|0.6%|False
new-jersey|Ocean |JP|R. Anderson|       84|0.0%|False
new-jersey|Ocean |Ind|J. Boss|      231|0.1%|False
new-jersey|Ocean |Dem|B. Obama (i)|    96,500|40.6%|False
new-jersey|Ocean |ATP|M. Miller|       47|0.0%|False
new-jersey|Ocean |SWP|J. Harris|       14|0.0%|False
new-jersey|Ocean |Grn|J. Stein|      477|0.2%|False
new-jersey|Ocean |CST|V. Goode|       90|0.0%|False
new-jersey|Ocean |GOP|M. Romney|   138,594|58.4%|True
new-jersey|Salem |PSL|P. Lindsay|        8|0.0%|False
new-jersey|Salem |Lib|G. Johnson|      247|0.8%|False
new-jersey|Salem |JP|R. Anderson|       24|0.1%|False
new-jersey|Salem |Ind|J. Boss|        2|0.0%|False
new-jersey|Salem |Dem|B. Obama (i)|    14,456|49.6%|True
new-jersey|Salem |ATP|M. Miller|       16|0.1%|False
new-jersey|Salem |SWP|J. Harris|       10|0.0%|False
new-jersey|Salem |Grn|J. Stein|      121|0.4%|False
new-jersey|Salem |CST|V. Goode|       18|0.1%|False
new-jersey|Salem |GOP|M. Romney|    14,214|48.8%|False
new-jersey|Morris |PSL|P. Lindsay|       23|0.0%|False
new-jersey|Morris |Lib|G. Johnson|     1,236|0.6%|False
new-jersey|Morris |JP|R. Anderson|       63|0.0%|False
new-jersey|Morris |Ind|J. Boss|       78|0.0%|False
new-jersey|Morris |Dem|B. Obama (i)|    90,313|43.7%|False
new-jersey|Morris |ATP|M. Miller|       45|0.0%|False
new-jersey|Morris |SWP|J. Harris|       53|0.0%|False
new-jersey|Morris |Grn|J. Stein|      431|0.2%|False
new-jersey|Morris |CST|V. Goode|       73|0.0%|False
new-jersey|Morris |GOP|M. Romney|   114,265|55.3%|True
new-jersey|Atlantic |PSL|P. Lindsay|       10|0.0%|False
new-jersey|Atlantic |Lib|G. Johnson|      530|0.5%|False
new-jersey|Atlantic |JP|R. Anderson|       87|0.1%|False
new-jersey|Atlantic |Ind|J. Boss|       25|0.0%|False
new-jersey|Atlantic |Dem|B. Obama (i)|    59,509|58.1%|True
new-jersey|Atlantic |ATP|M. Miller|       57|0.1%|False
new-jersey|Atlantic |SWP|J. Harris|       25|0.0%|False
new-jersey|Atlantic |Grn|J. Stein|      189|0.2%|False
new-jersey|Atlantic |CST|V. Goode|       55|0.1%|False
new-jersey|Atlantic |GOP|M. Romney|    41,918|40.9%|False
new-jersey|Essex |PSL|P. Lindsay|       56|0.0%|False
new-jersey|Essex |Lib|G. Johnson|      899|0.3%|False
new-jersey|Essex |JP|R. Anderson|       81|0.0%|False
new-jersey|Essex |Ind|J. Boss|      116|0.0%|False
new-jersey|Essex |Dem|B. Obama (i)|   217,950|77.4%|True
new-jersey|Essex |ATP|M. Miller|      257|0.1%|False
new-jersey|Essex |SWP|J. Harris|       45|0.0%|False
new-jersey|Essex |Grn|J. Stein|      552|0.2%|False
new-jersey|Essex |CST|V. Goode|       82|0.0%|False
new-jersey|Essex |GOP|M. Romney|    61,595|21.9%|False
new-jersey|Cape May |PSL|P. Lindsay|        7|0.0%|False
new-jersey|Cape May |Lib|G. Johnson|      244|0.5%|False
new-jersey|Cape May |JP|R. Anderson|       13|0.0%|False
new-jersey|Cape May |Ind|J. Boss|        3|0.0%|False
new-jersey|Cape May |Dem|B. Obama (i)|    21,275|45.0%|False
new-jersey|Cape May |ATP|M. Miller|        2|0.0%|False
new-jersey|Cape May |SWP|J. Harris|       11|0.0%|False
new-jersey|Cape May |Grn|J. Stein|      110|0.2%|False
new-jersey|Cape May |CST|V. Goode|       90|0.2%|False
new-jersey|Cape May |GOP|M. Romney|    25,488|54.0%|True
connecticut|Tolland |IP|R. Anderson|      449|0.6%|False
connecticut|Tolland |Dem|B. Obama (i)|    39,283|55.5%|True
connecticut|Tolland |Lib|G. Johnson|      657|0.9%|False
connecticut|Tolland |GOP|M. Romney|    30,391|42.9%|False
connecticut|Middlesex |IP|R. Anderson|      328|0.4%|False
connecticut|Middlesex |Dem|B. Obama (i)|    47,851|57.3%|True
connecticut|Middlesex |Lib|G. Johnson|      735|0.9%|False
connecticut|Middlesex |GOP|M. Romney|    34,533|41.4%|False
connecticut|Litchfield |IP|R. Anderson|      423|0.5%|False
connecticut|Litchfield |GOP|M. Romney|    47,207|51.1%|True
connecticut|Litchfield |Lib|G. Johnson|      951|1.0%|False
connecticut|Litchfield |Dem|B. Obama (i)|    43,823|47.4%|False
connecticut|New London |IP|R. Anderson|      594|0.5%|False
connecticut|New London |Dem|B. Obama (i)|    66,510|58.3%|True
connecticut|New London |Lib|G. Johnson|     1,224|1.1%|False
connecticut|New London |GOP|M. Romney|    45,715|40.1%|False
connecticut|New Haven |IP|R. Anderson|     1,246|0.3%|False
connecticut|New Haven |Dem|B. Obama (i)|   230,040|61.9%|True
connecticut|New Haven |Lib|G. Johnson|     2,555|0.7%|False
connecticut|New Haven |GOP|M. Romney|   137,942|37.1%|False
connecticut|Fairfield |IP|R. Anderson|     1,008|0.3%|False
connecticut|Fairfield |Dem|B. Obama (i)|   214,757|55.0%|True
connecticut|Fairfield |Lib|G. Johnson|     2,608|0.7%|False
connecticut|Fairfield |GOP|M. Romney|   172,238|44.1%|False
connecticut|Windham |IP|R. Anderson|      267|0.6%|False
connecticut|Windham |Dem|B. Obama (i)|    25,953|55.7%|True
connecticut|Windham |Lib|G. Johnson|      656|1.4%|False
connecticut|Windham |GOP|M. Romney|    19,758|42.4%|False
connecticut|Hartford |IP|R. Anderson|     1,281|0.3%|False
connecticut|Hartford |Dem|B. Obama (i)|   244,314|62.2%|True
connecticut|Hartford |Lib|G. Johnson|     3,242|0.8%|False
connecticut|Hartford |GOP|M. Romney|   143,648|36.6%|False
montana|Toole |GOP|M. Romney|     1,440|68.5%|True
montana|Toole |Lib|G. Johnson|       80|3.8%|False
montana|Toole |Dem|B. Obama (i)|      582|27.7%|False
montana|Lewis and Clark |GOP|M. Romney|    16,673|50.5%|True
montana|Lewis and Clark |Lib|G. Johnson|      880|2.7%|False
montana|Lewis and Clark |Dem|B. Obama (i)|    15,479|46.9%|False
montana|Sweet Grass |GOP|M. Romney|     1,584|75.2%|True
montana|Sweet Grass |Lib|G. Johnson|       48|2.3%|False
montana|Sweet Grass |Dem|B. Obama (i)|      473|22.5%|False
montana|Daniels |GOP|M. Romney|      735|73.4%|True
montana|Daniels |Lib|G. Johnson|       30|3.0%|False
montana|Daniels |Dem|B. Obama (i)|      236|23.6%|False
montana|Teton |GOP|M. Romney|     2,091|64.3%|True
montana|Teton |Lib|G. Johnson|       86|2.6%|False
montana|Teton |Dem|B. Obama (i)|     1,073|33.0%|False
montana|Madison |GOP|M. Romney|     3,115|69.1%|True
montana|Madison |Lib|G. Johnson|      111|2.5%|False
montana|Madison |Dem|B. Obama (i)|     1,285|28.5%|False
montana|Stillwater |GOP|M. Romney|     3,237|71.0%|True
montana|Stillwater |Lib|G. Johnson|      114|2.5%|False
montana|Stillwater |Dem|B. Obama (i)|     1,209|26.5%|False
montana|Wheatland |GOP|M. Romney|      690|69.8%|True
montana|Wheatland |Lib|G. Johnson|       27|2.7%|False
montana|Wheatland |Dem|B. Obama (i)|      272|27.5%|False
montana|Pondera |GOP|M. Romney|     1,666|61.6%|True
montana|Pondera |Lib|G. Johnson|       69|2.6%|False
montana|Pondera |Dem|B. Obama (i)|      969|35.8%|False
montana|Sanders |GOP|M. Romney|     3,971|67.4%|True
montana|Sanders |Lib|G. Johnson|      201|3.4%|False
montana|Sanders |Dem|B. Obama (i)|     1,716|29.1%|False
montana|Meagher |GOP|M. Romney|      670|68.9%|True
montana|Meagher |Lib|G. Johnson|       33|3.4%|False
montana|Meagher |Dem|B. Obama (i)|      269|27.7%|False
montana|Phillips |GOP|M. Romney|     1,688|75.8%|True
montana|Phillips |Lib|G. Johnson|       69|3.1%|False
montana|Phillips |Dem|B. Obama (i)|      471|21.1%|False
montana|Big Horn |Dem|B. Obama (i)|     2,830|62.0%|True
montana|Big Horn |Lib|G. Johnson|       76|1.7%|False
montana|Big Horn |GOP|M. Romney|     1,655|36.3%|False
montana|Lincoln |GOP|M. Romney|     6,045|68.2%|True
montana|Lincoln |Lib|G. Johnson|      280|3.2%|False
montana|Lincoln |Dem|B. Obama (i)|     2,544|28.7%|False
montana|Cascade |GOP|M. Romney|    18,039|53.1%|True
montana|Cascade |Lib|G. Johnson|      964|2.8%|False
montana|Cascade |Dem|B. Obama (i)|    14,949|44.0%|False
montana|Garfield |GOP|M. Romney|      622|88.9%|True
montana|Garfield |Lib|G. Johnson|       12|1.7%|False
montana|Garfield |Dem|B. Obama (i)|       66|9.4%|False
montana|Petroleum |GOP|M. Romney|      240|80.5%|True
montana|Petroleum |Lib|G. Johnson|        9|3.0%|False
montana|Petroleum |Dem|B. Obama (i)|       49|16.4%|False
montana|Valley |GOP|M. Romney|     2,337|60.5%|True
montana|Valley |Lib|G. Johnson|      137|3.5%|False
montana|Valley |Dem|B. Obama (i)|     1,386|35.9%|False
montana|Wibaux |GOP|M. Romney|      421|77.4%|True
montana|Wibaux |Lib|G. Johnson|       98|18.0%|False
montana|Wibaux |Dem|B. Obama (i)|       25|4.6%|False
montana|Ravalli |GOP|M. Romney|    12,817|64.7%|True
montana|Ravalli |Lib|G. Johnson|      514|2.6%|False
montana|Ravalli |Dem|B. Obama (i)|     6,466|32.7%|False
montana|Powell |GOP|M. Romney|     1,798|65.1%|True
montana|Powell |Lib|G. Johnson|       81|2.9%|False
montana|Powell |Dem|B. Obama (i)|      884|32.0%|False
montana|Blaine |Dem|B. Obama (i)|     1,598|56.4%|True
montana|Blaine |Lib|G. Johnson|       65|2.3%|False
montana|Blaine |GOP|M. Romney|     1,169|41.3%|False
montana|Roosevelt |Dem|B. Obama (i)|     2,044|56.5%|True
montana|Roosevelt |Lib|G. Johnson|       71|2.0%|False
montana|Roosevelt |GOP|M. Romney|     1,503|41.5%|False
montana|Rosebud |GOP|M. Romney|     2,035|56.4%|True
montana|Rosebud |Lib|G. Johnson|       97|2.7%|False
montana|Rosebud |Dem|B. Obama (i)|     1,478|40.9%|False
montana|Fallon |GOP|M. Romney|     1,123|80.3%|True
montana|Fallon |Lib|G. Johnson|       40|2.9%|False
montana|Fallon |Dem|B. Obama (i)|      236|16.9%|False
montana|Deer Lodge |Dem|B. Obama (i)|     2,829|64.2%|True
montana|Deer Lodge |Lib|G. Johnson|      148|3.4%|False
montana|Deer Lodge |GOP|M. Romney|     1,431|32.5%|False
montana|Glacier |Dem|B. Obama (i)|     2,784|64.9%|True
montana|Glacier |Lib|G. Johnson|      112|2.6%|False
montana|Glacier |GOP|M. Romney|     1,391|32.4%|False
montana|Custer |GOP|M. Romney|     3,353|62.8%|True
montana|Custer |Lib|G. Johnson|      159|3.0%|False
montana|Custer |Dem|B. Obama (i)|     1,824|34.2%|False
montana|Judith Basin |GOP|M. Romney|      852|70.3%|True
montana|Judith Basin |Lib|G. Johnson|       24|2.0%|False
montana|Judith Basin |Dem|B. Obama (i)|      336|27.7%|False
montana|Gallatin |GOP|M. Romney|    24,051|51.0%|True
montana|Gallatin |Lib|G. Johnson|     1,528|3.2%|False
montana|Gallatin |Dem|B. Obama (i)|    21,534|45.7%|False
montana|Flathead |GOP|M. Romney|    27,694|65.2%|True
montana|Flathead |Lib|G. Johnson|     1,237|2.9%|False
montana|Flathead |Dem|B. Obama (i)|    13,534|31.9%|False
montana|Carter |GOP|M. Romney|      678|85.4%|True
montana|Carter |Lib|G. Johnson|       20|2.5%|False
montana|Carter |Dem|B. Obama (i)|       96|12.1%|False
montana|Beaverhead |GOP|M. Romney|     3,251|68.5%|True
montana|Beaverhead |Lib|G. Johnson|      151|3.2%|False
montana|Beaverhead |Dem|B. Obama (i)|     1,347|28.4%|False
montana|Yellowstone |GOP|M. Romney|    40,421|59.0%|True
montana|Yellowstone |Lib|G. Johnson|     1,865|2.7%|False
montana|Yellowstone |Dem|B. Obama (i)|    26,275|38.3%|False
montana|Dawson |GOP|M. Romney|     3,024|68.5%|True
montana|Dawson |Lib|G. Johnson|      174|3.9%|False
montana|Dawson |Dem|B. Obama (i)|     1,219|27.6%|False
montana|Richland |GOP|M. Romney|     3,479|75.6%|True
montana|Richland |Lib|G. Johnson|      131|2.8%|False
montana|Richland |Dem|B. Obama (i)|      992|21.6%|False
montana|Hill |Dem|B. Obama (i)|     3,372|49.9%|True
montana|Hill |Lib|G. Johnson|      252|3.7%|False
montana|Hill |GOP|M. Romney|     3,133|46.4%|False
montana|Carbon |GOP|M. Romney|     3,513|60.5%|True
montana|Carbon |Lib|G. Johnson|      167|2.9%|False
montana|Carbon |Dem|B. Obama (i)|     2,126|36.6%|False
montana|Chouteau |GOP|M. Romney|     1,751|62.4%|True
montana|Chouteau |Lib|G. Johnson|       84|3.0%|False
montana|Chouteau |Dem|B. Obama (i)|      969|34.6%|False
montana|Park |GOP|M. Romney|     4,637|53.7%|True
montana|Park |Lib|G. Johnson|      269|3.1%|False
montana|Park |Dem|B. Obama (i)|     3,728|43.2%|False
montana|Musselshell |GOP|M. Romney|     1,792|76.2%|True
montana|Musselshell |Lib|G. Johnson|       79|3.4%|False
montana|Musselshell |Dem|B. Obama (i)|      482|20.5%|False
montana|Treasure |GOP|M. Romney|      317|70.0%|True
montana|Treasure |Lib|G. Johnson|       22|4.9%|False
montana|Treasure |Dem|B. Obama (i)|      114|25.2%|False
montana|Silver Bow |Dem|B. Obama (i)|    10,782|64.9%|True
montana|Silver Bow |Lib|G. Johnson|      461|2.8%|False
montana|Silver Bow |GOP|M. Romney|     5,374|32.3%|False
montana|Jefferson |GOP|M. Romney|     4,042|62.3%|True
montana|Jefferson |Lib|G. Johnson|      192|3.0%|False
montana|Jefferson |Dem|B. Obama (i)|     2,256|34.8%|False
montana|Missoula |Dem|B. Obama (i)|    34,380|57.9%|True
montana|Missoula |Lib|G. Johnson|     1,709|2.9%|False
montana|Missoula |GOP|M. Romney|    23,285|39.2%|False
montana|Broadwater |GOP|M. Romney|     2,150|71.5%|True
montana|Broadwater |Lib|G. Johnson|       94|3.1%|False
montana|Broadwater |Dem|B. Obama (i)|      761|25.3%|False
montana|Powder River |GOP|M. Romney|      833|81.7%|True
montana|Powder River |Lib|G. Johnson|       16|1.6%|False
montana|Powder River |Dem|B. Obama (i)|      170|16.7%|False
montana|Mineral |GOP|M. Romney|     1,212|60.3%|True
montana|Mineral |Lib|G. Johnson|       99|4.9%|False
montana|Mineral |Dem|B. Obama (i)|      698|34.7%|False
montana|McCone |GOP|M. Romney|      742|75.1%|True
montana|McCone |Lib|G. Johnson|       25|2.5%|False
montana|McCone |Dem|B. Obama (i)|      221|22.4%|False
montana|Granite |GOP|M. Romney|     1,107|64.9%|True
montana|Granite |Lib|G. Johnson|       65|3.8%|False
montana|Granite |Dem|B. Obama (i)|      533|31.3%|False
montana|Liberty |GOP|M. Romney|      698|71.0%|True
montana|Liberty |Lib|G. Johnson|       28|2.8%|False
montana|Liberty |Dem|B. Obama (i)|      257|26.1%|False
montana|Prairie |GOP|M. Romney|      518|73.9%|True
montana|Prairie |Lib|G. Johnson|       16|2.3%|False
montana|Prairie |Dem|B. Obama (i)|      167|23.8%|False
montana|Golden Valley |GOP|M. Romney|      351|73.3%|True
montana|Golden Valley |Lib|G. Johnson|       18|3.8%|False
montana|Golden Valley |Dem|B. Obama (i)|      110|23.0%|False
montana|Sheridan |GOP|M. Romney|     1,203|62.7%|True
montana|Sheridan |Lib|G. Johnson|       56|2.9%|False
montana|Sheridan |Dem|B. Obama (i)|      661|34.4%|False
montana|Fergus |GOP|M. Romney|     4,243|70.2%|True
